fullname,address,code,name_province,cid_province,name_city,cid_city,phone_seal,phone_service,lat,lng,region
广汽埃安临沂沂河路体验中心,临沂市罗庄区沂河路与沂州路交汇处向西200米路南（麦德龙超市西南）,SDQ3000,山东省,370000,临沂市,371300,0539-8966555,0539-2059555,35.022043,118.359139,华北一区
广汽埃安临沂滨河万达展示中心,山东省临沂市兰山区蒙山大道与滨河路交叉口西南滨河万达1009号,SDQ3000-2,山东省,370000,临沂市,371300,15192868507,0539-2059555,35.117608,118.317519,华北一区
广汽埃安临沂上海路万达展示中心,临沂市兰山区上海路与孝河路交汇处万达广场,SDQ3000-1,山东省,370000,临沂市,371300,15725970018,0539-2059555,35.111872,118.360637,华北一区
广汽埃安临沂河东体验中心,山东省临沂市河东区九曲街道温泉路与北京路交汇西北侧写字楼一楼,SDQ0300,山东省,370000,临沂市,371300,0539-6587777,0539-6587777,35.101320,118.433860,华北一区
广汽埃安德州长河体验中心,山东省德州市经济开发区长河街道办事处新河东路1366号,SDN0200,山东省,370000,德州市,371400,0534-2376999,0534-2566066,37.454593,116.369658,华北二区
广汽埃安德州城区体验中心,德州市经济开发区晶华大道,SDN0100,山东省,370000,德州市,371400,0534-7058016,0534-7058017,37.453357,116.385237,华北大区
广汽埃安聊城东昌府体验中心,聊城市光岳南路116号金羊汽车城院内1排5号楼,SDP0300,山东省,370000,聊城市,371500,0635-8535777,0635-8536700,36.424690,116.015249,华北一区
广汽埃安聊城经开体验中心,山东省聊城市光岳路江北汽车城院内,SDP0100,山东省,370000,聊城市,371500,0635-2920635,0635-2920635,36.486360,116.038719,华北一区
广汽埃安聊城东昌路体验中心,山东省聊城市开发区东城街道办事处东昌路北泰山路西（万达汽车园内2号）,SDP0200,山东省,370000,聊城市,371500,0635-2116118,0635-2119776,36.464655,116.075143,华北一区
广汽埃安滨州西区体验中心,山东省滨州市滨城区长江一路渤海24路路西,SDM0200,山东省,370000,滨州市,371600,0543-2212333,0543-2191033,37.369866,117.930049,华北一区
广汽埃安滨州滨城体验中心,山东省滨州市滨城区渤海五路1111号铂焱汽车城沿街商铺3号,SDM0100,山东省,370000,滨州市,371600,0543-3017888,0543-3017999,37.451325,118.005363,华北一区
广汽埃安菏泽黄河东路体验中心,山东省菏泽市黄河东路588号,SDR0100,山东省,370000,菏泽市,371700,0530-2073888,0530-2073999,35.155900,115.334000,华北大区
广汽埃安菏泽高新体验中心,山东省菏泽市高新区万福街道办事处昆明路2999号中汇国际汽车园内,SDR0200,山东省,370000,菏泽市,371700,0530-5536111,0530-5162111,35.286232,115.428741,华北一区
广汽埃安菏泽定陶体验中心,山东省菏泽市定陶区杜堂镇范阳路汽车小镇内车管所南侧东数第四间,SDR0300,山东省,370000,菏泽市,371700,0530-6273399,0530-6272299,35.117281,115.594772,华北一区
广汽埃安菏泽高新银座展示中心,菏泽市长城路与人民路交汇处东北角（银座和谐广场）,SDR0200-1,山东省,370000,菏泽市,371700,,,35.279703,115.507232,华北一区
广汽埃安郑州航海新密中强光年展示中心,郑州市新密市西大街新密市城区（中强光年城市广场）,HAA0200-3,河南省,410000,郑州市,410100,,,34.542546,113.367674,中西大区
广汽埃安郑州中原荥阳吾悦展示中心,郑州市荥阳市郑上路与荥泽大道交汇处西北侧（荥阳吾悦）,HAA0700-2,河南省,410000,郑州市,410100,,,34.790913,113.431651,中西大区
广汽埃安郑州城西体验中心,郑州市中原区中原西环与西四环交汇处河南大中原国际汽车城C区16号,HAA0400,河南省,410000,郑州市,410100,0371-60655300,0371-65699911,34.759028,113.497609,中西大区
广汽埃安郑州高新郑大展示中心,郑州市高新区科学大道红叶路东南角万科广场1F30,HAA0200-2,河南省,410000,郑州市,410100,53362578,53362690,34.813301,113.531465,中西大区
广汽埃安郑州中原体验中心,郑州市中原区中原西路125号,HAA0700,河南省,410000,郑州市,410100,0371-65778666,0371-66682999,34.753475,113.595650,中西大区
广汽埃安郑州二七体验中心,河南省郑州市二七区航海中路与淮南街交汇处向西50米,HAA0120,河南省,410000,郑州市,410100,0371-66785888,0371-66895999,34.726296,113.639615,中西大区
广汽埃安郑州中原区朗悦新悦荟展示中心,郑州市中原区长椿路与红桦街交叉口购物中心一楼,HAA0600-1,河南省,410000,郑州市,410100,,,34.836188,113.542957,中西大区
广汽埃安郑州铭达锦艺城王府井展示中心,郑州市中原区桐柏路与棉纺路交叉口（锦艺城王府井）,HAA0400-1,河南省,410000,郑州市,410100,,,34.768523,113.634848,中西大区
广汽埃安郑州管城体验中心,郑州市管城区十八里河镇大王庄村文治路与鼎尚街交叉口西南角,HAA0600,河南省,410000,郑州市,410100,15890057576,15093257500,34.696414,113.729119,中西大区
广汽埃安郑州中原大融城展示中心,郑州市管城回族区人民路与东太康路交汇处(city大融城),HAA0700-1,河南省,410000,郑州市,410100,0371-86587666,,34.759757,113.677867,中西大区
广汽埃安郑州瀚海海尚展示中心,郑州市金水区丰庆路与东风路交汇处瀚海海尚购物中心一楼入口处,HAA0600-2,河南省,410000,郑州市,410100,,,34.807240,113.652736,中西大区
广汽埃安郑州国基路展示中心,郑州市金水区国基路与丰庆路交叉口西南角YOYOPARK商超一层,HAA0500-1,河南省,410000,郑州市,410100,0371-55008266,0371-55008266,34.819393,113.647858,中西大区
广汽埃安郑州福塔体验中心,郑州市中州大道与经北六路向东600米（中福汽车旁）,HAA0200,河南省,410000,郑州市,410100,0371-53666986,0371-53666986,34.732350,113.735306,中西大区
广汽埃安郑州北环体验中心,河南省郑州市金水区东风路街道园田路19号江山商务广场1层6号、2层6号,HAA0110,河南省,410000,郑州市,410100,0371-67633555,0371-53362690,34.815946,113.657911,中西大区
广汽埃安郑州大玉米展示中心,郑州市商务外环路与通泰路向东交叉口永威木色购物公园一楼,HAA0200-1,河南省,410000,郑州市,410100,53362579,53362690,34.773339,113.737803,中西大区
广汽埃安郑州金水体验中心,郑州市金水区晨旭路68号中州车汇广场2号馆,HAA0900,河南省,410000,郑州市,410100,0371-65325500,0371-65325511,34.806008,113.707193,中西大区
广汽埃安郑州城东体验中心,河南自贸试验区郑州片区（郑东）商都路南、博学路西郑州威佳汽车园A区02号,HAA0800,河南省,410000,郑州市,410100,0371-55520588,0371-55520599,34.738875,113.790463,中西大区
广汽埃安郑州省汽贸体验中心,郑州市花园北路开元路河南汽车贸易中心院内（省汽贸）,HAA0500,河南省,410000,郑州市,410100,0371-55008266,0371-55036665,34.865700,113.674500,中西大区
广汽埃安开封集英街展示中心,开封市龙亭区魏都路与集英街交叉口路南,HAB3000,河南省,410000,开封市,410200,18837826788,0371-22733999,34.821949,114.300505,中西大区
广汽埃安洛阳杜预街展示中心,洛阳市牡丹大道与杜预街交叉口西200米新能源汽车城,HAC3000,河南省,410000,洛阳市,410300,0379-65281566,0379-80881337,34.568725,112.390377,中西大区
广汽埃安洛阳洛龙科技园展示中心,洛阳市洛龙区科技园园西大道洛阳众德慧汽车市场开发有限公司院内办公楼A（1-3）层,HAC3200,河南省,410000,洛阳市,410300,0379-69937999,0379-69938999,34.577242,112.388632,中西大区
广汽埃安洛阳洛泷中弘范特展示中心,洛阳市涧西区武汉路与乐业路交叉路口东南侧（中弘范特区购物中心）,HAC3000-1,河南省,410000,洛阳市,410300,,,34.668671,112.371611,中西大区
广汽埃安洛阳南昌路王府井展示中心,河南省洛阳市涧西区南昌路王府井购物中心一层东门,HAC3200-1,河南省,410000,洛阳市,410300,0379-69937999,0379-69938999,34.650278,112.415648,中西大区
广汽埃安洛阳廛河展示中心,洛阳市瀍河回族区九都东路名车苑汽车广场13号,HAC3100,河南省,410000,洛阳市,410300,13837997265,15837976286,34.688404,112.514586,中西大区
广汽埃安平顶山高新体验中心,河南省平顶山市高新区许南路与建设路交叉口西50米路北,HAD0200,河南省,410000,平顶山市,410400,（0375）2181666,（0375）3682666,33.775875,113.212736,中西大区
广汽埃安平顶山南环体验中心,河南省平顶山市叶县洪庄杨镇张集村建设路东段高速收费站西2公里路南,HAD0100,河南省,410000,平顶山市,410400,18037383029,17335208778,33.726231,113.493438,中西大区
广汽埃安安阳泰祥路万达展示中心,安阳市文峰区中华路与文明大道交会处南100路东（万达广场2号门）,HAE0100-3,河南省,410000,安阳市,410500,,,36.086076,114.386289,中西大区
广汽埃安安阳泰祥路豫北展示中心,安阳市弦歌大道与光明路交叉口豫北汽车市场,HAE0100-2,河南省,410000,安阳市,410500,,,36.058727,114.418340,中西大区
广汽埃安安阳泰祥路体验中心,安阳市殷都区邺城大道与泰祥路交叉口北50路西,HAE0100,河南省,410000,安阳市,410500,0372-3785678,0372-3781111						,36.155539,114.327100,中西大区
广汽埃安新乡南环展示中心,河南省新乡市新飞大道与南环路交叉口西北角南一排一号,HAG3000,河南省,410000,新乡市,410700,03732021666,03732021999,35.259421,113.898591,中西大区
广汽埃安新乡金穗体验中心,河南省新乡市红旗区金穗大道与新东大道交叉口向东200路南,HAG0200,河南省,410000,新乡市,410700,03735213888,03735918886,35.277346,113.987106,中西大区
广汽埃安长垣山海体验中心,河南省新乡市长垣市南蒲金色阳光汽车城内12号,HAG0100,河南省,410000,新乡市,410700,0373-8170666,0373-8170777,35.182054,114.693051,中西大区
广汽埃安焦作示范区体验中心,河南省焦作市城乡一体化示范区迎宾路南富源汽车城内,HAH0100,河南省,410000,焦作市,410800,0391-3558222,0391-3556222,35.161520,113.270310,中西大区
广汽埃安焦作宏达体验中心,河南省焦作市示范区迎宾路555号宏达名车城,HAH0200,河南省,410000,焦作市,410800,0391-3388555,0391-8821266,35.204120,113.258983,中西大区
广汽埃安濮阳西环体验中心,河南省濮阳市中原路与濮水路交叉口南200米路东,HAJ0100,河南省,410000,濮阳市,410900,0393-7682888,0393-7683888,35.784322,114.984237,中西大区
广汽埃安濮阳东环恒丰展示中心,濮阳市华龙区任丘路（恒丰购物公园）,HAJ3100-1,河南省,410000,濮阳市,410900,,,35.782446,115.068314,中西大区
广汽埃安濮阳市龙都瑞璞汽车小镇展示中心,河南省濮阳市濮阳县清河头乡龙都瑞璞汽车小镇3号展厅,HAJ3100,河南省,410000,濮阳市,410900,0393-6902888,0393-6903888,35.761446,115.122414,中西大区
广汽埃安许昌魏都区体验中心,许昌市魏都区延安路与陈庄街交叉口向西200米路南,HAK0100,河南省,410000,许昌市,411000,0374-8560777,0374-8560777,34.059598,113.800131,中西大区
广汽埃安漯河源汇体验中心,河南省漯河市源汇区漯舞路与107国道交叉口西600米路北,HAL3100,河南省,410000,漯河市,411100,03955890588,03955890599,33.556293,114.000131,中西大区
广汽埃安漯河汽贸物流城展示中心,漯河市源汇区湘江路西段众汇汽车广场,HAL3000,河南省,410000,漯河市,411100,,,33.566498,114.037832,中西大区
广汽埃安南阳卧龙体验中心,河南省南阳市卧龙区靳岗街道信臣西路西兰营社区兰营桥向西500米靳岗法院西隔壁,HAR0100,河南省,410000,南阳市,411300,63521118,63521119,33.039937,112.501241,中西大区
广汽埃安南阳信臣体验中心,河南省南阳市卧龙区七里园乡信臣路与南都路交叉口东北角46号,HAR0200,河南省,410000,南阳市,411300,0377-66027888,0377-60920110,33.035936,112.557361,中西大区
广汽埃安商丘中原车城展示中心,河南省商丘市梁园区金桥路与新兴路交叉口东188米路南,HAN3000,河南省,410000,商丘市,411400,0370-2896999,0370-2375556,34.453114,115.603685,中西大区
广汽埃安商丘梁园区帝壹茂展示中心,商丘市宜兴西路与神火大道交叉口往西100米路南,HAN3000-1,河南省,410000,商丘市,411400,,,34.439538,115.661582,中西大区
广汽埃安商丘港汇体验中心,河南省商丘市梁园区陇海路与凯旋路交叉口港汇万达1066号,HAN0100,河南省,410000,商丘市,411400,0370-3163999,0370-3555616,34.453346,115.652303,中西大区
广汽埃安信阳南京路展示中心,河南省信阳市平桥区南京大道东段大柏树东200米路南,HAS3000,河南省,410000,信阳市,411500,0376-386888,0376-3889922,32.130690,114.161940,中西大区
广汽埃安周口川汇区展示中心,河南省周口市川汇区太清路与昆仑路交叉口东300米路南宏源精品汽车城院内,HAP3100,河南省,410000,周口市,411600,0394-8172222,19913300007,33.655608,114.682645,中西大区
广汽埃安驻马店金山园体验中心,河南省驻马店市文明大道与古吕路交叉口东北角999号,HAQ0100,河南省,410000,驻马店市,411700,0396-2867666,0396-2867999,33.066060,114.016654,中西大区
广汽埃安驻马店开源展示中心,河南省驻马店市驿城区开源大道与兴业大道交叉口金龙科技园内第一排,HAQ3100,河南省,410000,驻马店市,411700,0396-2992688,0396-2992688,33.018349,114.075076,中西大区
广汽埃安武汉后湖经开万达展示中心,武汉市经济技术开发区东风大道111号 经开万达广场1号门1039号展厅,HBA0600-1,湖北省,420000,武汉市,420100,,,30.511644,114.179601,中西大区
广汽埃安武汉江岸黄金口展示中心,武汉市汉阳区黄金口都市工业园（平塘路）永安堂172号3栋D2区1-2-1号,HBA0300-1,湖北省,420000,武汉市,420100,,,30.567880,114.175020,中西大区
广汽埃安武汉关南荟聚展示中心,武汉市硚口区长宜路1号武汉荟聚中心,HBA0500-3,湖北省,420000,武汉市,420100,,,30.623928,114.173828,中西大区
广汽埃安武汉汉阳体验中心,武汉市汉阳区隆祥街18号贤良大厦一楼,HBA3000,湖北省,420000,武汉市,420100,,,30.554480,114.204429,中西大区
广汽埃安武汉洪山体验中心,武汉市洪山区红霞村东瑞华中汽车城B4号,HBA0400,湖北省,420000,武汉市,420100,027-50760886,13098871891,30.431313,114.264362,中西大区
广汽埃安武汉江腾广场展示中心,湖北省武汉市汉阳区马鹦路江腾广场A座1楼,HBA0400-1,湖北省,420000,武汉市,420100,18771999108,,30.543761,114.261718,中西大区
广汽埃安武汉菱角湖万达展示中心,湖北省武汉市江汉区唐家墩5号菱角湖万达广场2号门A059号,HBA3000-2,湖北省,420000,武汉市,420100,,,30.616323,114.276636,中西大区
广汽埃安武汉江岸体验中心,武汉市江岸区经济开发区黄浦科技园,HBA0300,湖北省,420000,武汉市,420100,,,30.631140,114.282450,中西大区
广汽埃安武汉关南M+购物中心展示中心,武汉市江汉区江汉路187号 M+购物中心,HBA0500-2,湖北省,420000,武汉市,420100,,,30.589253,114.292892,中西大区
广汽埃安武汉盘龙城万达展示中心,武汉市盘龙城经济开发区万达广场2号门1楼 1016号,HBA0300-2,湖北省,420000,武汉市,420100,,,30.694480,114.305020,中西大区
广汽埃安武汉后湖体验中心,武汉市江岸区丹水池街道解放大道2731号,HBA0600,湖北省,420000,武汉市,420100,027-82907088,027-82923787,30.660424,114.339505,中西大区
广汽埃安武汉光谷体验中心,武汉市江夏区东湖新技术开发区大学园路38号,HBA0200,湖北省,420000,武汉市,420100,027-81389088,027-86696488,30.446043,114.391706,中西大区
广汽埃安武汉关南光谷天地展示中心,武汉市东湖高新技术开发区关山大道519号光谷天地,HBA0500-1,湖北省,420000,武汉市,420100,,,30.475790,114.410150,中西大区
广汽埃安武汉关南体验中心,武汉东湖新技术开发区高新二路41号关南工业园1号厂房1层,HBA0500,湖北省,420000,武汉市,420100,027-65520700,027-65521112,30.481220,114.435460,中西大区
广汽埃安黄石发展体验中心,湖北省黄石市下陆区发展大道135号,HBB0100,湖北省,420000,黄石市,420200,0714-6537666,0714-6513833,30.216339,114.988203,中西大区
广汽埃安十堰汉江体验中心,湖北省十堰市张湾区汉江路街道北京北路99号19幢2-068,HBC0100,湖北省,420000,十堰市,420300,0719-8486866,18772214785,32.668814,110.813840,中西大区
广汽埃安宜昌伍家岗体验中心,宜昌市伍家岗区伍家乡东艳路48号,HBE0100,湖北省,420000,宜昌市,420500,0717-6613233,0717-7801333,30.670337,111.379274,中西大区
广汽埃安襄阳金源展示中心,湖北省襄阳市襄州区钻石大道特9号（钻石大道与车城南路交汇处）,HBF3000,湖北省,420000,襄阳市,420600,0710-2699929,0710-2699989,32.102766,112.194942,中西大区
广汽埃安孝感仙女湖展示中心,湖北省孝感市孝南区澴川路325号,HBK3000,湖北省,420000,孝感市,420900,0712-2557577,0712-2598333,30.911561,113.977142,中西大区
广汽埃安荆州竹叶山埃安体验中心,湖北省荆州市荆州区郢城镇荆州大道竹叶山车世界C9-106A,HBD0100,湖北省,420000,荆州市,421000,0716-8398666,0716-8398005,30.389983,112.205214,中西大区
广汽埃安随州季梁体验中心,随州市高新区季梁大道与编钟大道交汇处,HBS0100,湖北省,420000,随州市,421300,19171781659,18062199118,31.711926,113.421411,中西大区
广汽埃安恩施金桂体验中心,湖北省恩施市金桂大道188号花果山汽贸城,HBQ0100,湖北省,420000,恩施土家族苗族自治州,422800,0718-8900158,0718-8900258,30.353318,109.495827,中西大区
广汽埃安长沙岳麓体验中心,长沙市岳麓区东驰路麓谷汽车世界E07号,HNA0900,湖南省,430000,长沙市,430100,0731-89777987,0731-87977977,28.209255,112.867999,华南二区
广汽埃安长沙含浦体验中心,湖南省长沙市岳麓区含浦大道与云栖路交汇处往北800米长沙九城含浦埃安店,HNA0800,湖南省,430000,长沙市,430100,0731-85222182,0731-85222182,28.149219,112.921278,华南二区
广汽埃安长沙河西凯德壹展示中心,湖南省长沙市岳麓区茶子山东路112号凯德壹中心,HNA0100-4,湖南省,430000,长沙市,430100,,,28.247507,112.962700,华南二区
广汽埃安长沙开福体验中心,长沙市开福区秀峰街道开福大道358号,HNA0300,湖南省,430000,长沙市,430100,0731-85815889,0731-85817889,28.306888,112.988594,华南二区
广汽埃安长沙西泽富兴时代展示中心,长沙市开福区芙蓉中路一段303号（CFC富兴时代广场）,HNA0600-1,湖南省,430000,长沙市,430100,,,28.223769,112.982287,华南二区
广汽埃安长沙佳兆业展示中心,长沙市芙蓉区五一大道318号佳兆业广场G层L107号铺,HNA0300-2,湖南省,430000,长沙市,430100,0731-85815889,0731-85815889,28.200655,113.006172,华南二区
广汽埃安长沙天心体验中心,长沙市天心区雀园路64号,HNA0200,湖南省,430000,长沙市,430100,0731-88785555,0731-88785566,28.091909,113.006865,华南二区
广汽埃安长沙高桥体验中心,长沙市雨花区黎托街道长沙大道558号,HNA0500,湖南省,430000,长沙市,430100,,,28.175280,113.047843,华南二区
广汽埃安长沙星沙体验中心,长沙县中南汽车世界J区15栋,HNA0100,湖南省,430000,长沙市,430100,0731-86678088,0731-86679088,28.241568,113.075772,华南二区
广汽埃安长沙芙蓉体验中心,湖南省长沙市芙蓉区隆平高科技园远大二路702号,HNA0700,湖南省,430000,长沙市,430100,0731-84637888,0731-84285666,28.209780,113.087998,华南二区
广汽埃安株洲天元展示中心,湖南省株洲市天元区栗雨街道广汽路110号株洲汽博园形象店B-102栋,HNB3000,湖南省,430000,株洲市,430200,0731-22022226,0731-22022229,27.825240,113.062995,华南二区
广汽埃安湘潭九华体验中心,湖南省湘潭市湘潭经开区和平街道湘望路10号,HNC3000,湖南省,430000,湘潭市,430300,,,27.942894,112.941474,华南二区
广汽埃安衡阳石鼓中亿体验中心,湖南省衡阳市石鼓区松木乡朝阳村朝阳组（107国道西侧）,HND0200,湖南省,430000,衡阳市,430400,18075898291,18674785566,26.946155,112.602656,华南二区
广汽埃安衡阳杨柳体验中心,衡阳市蒸湘区西外环路杨柳汽贸城,HND0100,湖南省,430000,衡阳市,430400,0734-8456555,0734-8293321,26.873682,112.575758,华南二区
广汽埃安衡阳铭典酃湖万达展示中心,衡阳市珠晖区衡州大道50号（酃湖万达）,HND0100-1,湖南省,430000,衡阳市,430400,,,26.890232,112.656361,华南二区
广汽埃安邵阳世纪展示中心,湖南省邵阳市双清区邵阳大道东联接线交叉口北京现代邵阳天娇4S店,HNE3100,湖南省,430000,邵阳市,430500,0739-5276669,0739-5276669,27.259923,111.566602,华南二区
广汽埃安岳阳经开区展示中心,岳阳经济技术开发区屈原路18号岳阳经济技术开发区屈原路18号,HNF3000,湖南省,430000,岳阳市,430600,0730-8193988,0730-8836988,29.374400,113.176554,华南二区
广汽埃安常德经开万达展示中心,常德市武陵区南坪街道沙港社区皂果路1099号（万达广场）,HNJ0100-1,湖南省,430000,常德市,430700,,,29.060832,111.674981,华南二区
广汽埃安常德武陵展示中心,湖南省常德市武陵区龙港路与三星路交汇处正东方向74米,HNJ3000,湖南省,430000,常德市,430700,0736-7258699,18975626219,29.074209,111.682450,华南一区
广汽埃安常德经开体验中心,湖南省常德经济技术开发区樟木桥街道常安社区 常德大道569号,HNJ0100,湖南省,430000,常德市,430700,0736-7328898,0736-7328877,28.927306,111.722636,华南二区
广汽埃安益阳赫山展示中心,湖南省益阳市赫山区十洲路赫山税务局南侧,HNH3000,湖南省,430000,益阳市,430900,0737-4432333,0737-4432111,28.579499,112.397565,华南二区
广汽埃安郴州北湖体验中心,郴州市北湖区万华汽车城品牌汽车专卖店区18栋,HNL0100,湖南省,430000,郴州市,431000,0735-2916777,400-181-0800,25.751026,112.960881,华南大区
广汽埃安郴州生源时代展示中心,郴州市苏仙区八一北路（生源时代广场）,HNL0100-2,湖南省,430000,郴州市,431000,,,25.800111,113.042616,华南二区
广汽埃安郴州苏仙体验中心,湖南省郴州市苏仙区王仙岭街道郴州大道1018号1栋,HNL0200,湖南省,430000,郴州市,431000,0735-2629999,0735-2328826,25.778776,113.075275,华南二区
广汽埃安永州潇湘展示中心,湖南省永州市零陵区接履桥街道永州大道旁（潇湘汽车城内领克4S店旁）,HNM3000,湖南省,430000,永州市,431100,,,26.299146,111.638807,华南二区
广汽埃安怀化鹤城展示中心,湖南省怀化市鹤城区湖天大道与南环路交汇处万达广场1F-AB商铺,HNN3000,湖南省,430000,怀化市,431200,17398719338,0745-2336555,27.526199,109.993280,华南二区
广汽埃安娄底中南体验中心,湖南省娄底市娄星区万宝镇芭蕉村中南汽车城内,HNK0100,湖南省,430000,娄底市,431300,0738-7170777,0738-8266399,27.665203,112.025249,华南二区
广汽埃安广州花都体验中心,广州市花都区芙蓉大道东边村小学路口花城汽车广场内,GDA0200,广东省,440000,广州市,440100,020-86991222,020-36833133,23.442289,113.229728,华南一区
广汽埃安广州花都天河城展示中心,广州市花都区迎宾大道173号-天河城奥莱公园1F1041铺,GDA0200-1,广东省,440000,广州市,440100,020-86991222,,23.387447,113.260917,华南一区
广汽埃安广州白云广花展示中心,广州市白云区广花二路32号,GDA0200-2,广东省,440000,广州市,440100,020-36889363,020-36889365,23.265732,113.256174,华南一区
广汽埃安广州白云广从体验中心,广州市白云区钟落潭镇广从七路32号2栋101室,GDA0900,广东省,440000,广州市,440100,18922255266,020-36368866,23.365732,113.389900,华南一区
广汽埃安广州从化体验中心,广州市从化区江埔街环市东路566号102铺,GDA0130,广东省,440000,广州市,440100,020-86659660,020-86659626,23.554495,113.614618,华南一区
广汽埃安广州白云广从龙归万民展示中心,广州市白云区鹤龙四路99号（龙归万民广场）,GDA0900-1,广东省,440000,广州市,440100,,,23.293389,113.307558,华南一区
广汽埃安广州新捷嘉禾展示中心,广东省广州市白云区鹤龙二路85号（嘉禾金铂天地）,GDA0700-1,广东省,440000,广州市,440100,,,23.245179,113.287584,华南一区
广汽埃安广州白云体验中心,广州市白云区广从一路162号枫兴汽车城内,GDA0400,广东省,440000,广州市,440100,2086490039,2031237942,23.262118,113.325014,华南一区
广汽埃安广州黄埔金沙洲永旺展示中心,广州市白云区沙凤三路1号金沙洲永旺梦乐城120号商铺,GDA0150-1,广东省,440000,广州市,440100,,,23.156102,113.201331,华南一区
广汽埃安广州白云广物体验中心,广州市白云区机场路888号（广物园区内）,GDA0700,广东省,440000,广州市,440100,400-668-3838,18102201493,23.111600,113.152400,华南一区
广汽埃安广州新捷百信展示中心,广州市白云区机场路1399号（百信广场）,GDA0700-2,广东省,440000,广州市,440100,,,23.200582,113.268220,华南一区
广汽埃安广州白云万达展示中心,广州市白云区云城东路501号万达广场(白云店),GDA0400-2,广东省,440000,广州市,440100,,,23.177643,113.271904,华南一区
广汽埃安广州悦汇城展示中心,广州市荔湾区西湾路150号一层1A013号,GDA3500-1,广东省,440000,广州市,440100,,,23.155698,113.249271,华南一区
广汽埃安广州白云下塘西体验中心,广州市白云区景泰街下塘西路614号首层自编3-4号,GDA0190,广东省,440000,广州市,440100,020-66821388,020-66822833,23.162419,113.278382,华南一区
广汽埃安广州天河广州大道展示中心,广州市越秀区广州大道北197号,GDA0500-5,广东省,440000,广州市,440100,,,23.204752,113.333422,华南一区
广汽埃安广州白云梅花园体验中心,广州市白云区京溪街道梅园路6号,GDA0110,广东省,440000,广州市,440100,15989282814,18588700521,23.135340,113.271430,华南一区
广汽埃安广州梅花园中华广场展示中心,广州市越秀区中山三路33号中华广场,GDA0110-1,广东省,440000,广州市,440100,,,23.128580,113.277251,华南一区
广汽埃安广州荔湾体验中心,广州市荔湾区龙溪大道293号之一,GDA3500,广东省,440000,广州市,440100,020-81192237,020-81600550,23.075702,113.218813,华南一区
广汽埃安广州天河体验中心,广州市天河区天源路1202号（植物园地铁站C出口）,GDA0500,广东省,440000,广州市,440100,020 8852 1008,020 8852 6638,23.198746,113.376091,华南一区
广汽埃安广州天河广园东方宝泰展示中心,广州市林和中路63号（东方宝泰购物中心）,GDA0140-2,广东省,440000,广州市,440100,,,23.153693,113.331331,华南一区
广汽埃安广州黄埔鱼珠广百商超展示中心,广州市海珠区宝岗大道498号广百新一城1-26号铺,GDA0300-2,广东省,440000,广州市,440100,,,23.096895,113.260801,华南一区
广汽埃安广州天河广园绿地缤纷城展示中心,广州市黄埔区九龙大道南80米（绿地缤纷城）,GDA0140-1,广东省,440000,广州市,440100,,,23.330183,113.555814,华南一区
广汽埃安正佳广场体验中心,广州市天河区天河路228号正佳广场西南街（近西门） 1F-1C075-78号,GDA3300,广东省,440000,广州市,440100,,,23.137856,113.333631,华南一区
广汽埃安天河花城汇展示中心,广东省广州市天河区黄埔大道西74号花城汇北广场负一楼,GDA3600-2,广东省,440000,广州市,440100,020-32612395,020-89099805,23.127765,113.330831,华南一区
广汽埃安广州海珠丽影展示中心,广州市海珠区新港中路352号（丽影广场）,GDA3600-3,广东省,440000,广州市,440100,,,23.101548,113.328397,华南一区
广汽埃安广州天河广园体验中心,广州市天河区车陂西路396号5栋101房,GDA0140,广东省,440000,广州市,440100,020-37882118,13829700351,23.143798,113.388541,华南一区
广汽埃安广州海珠体验中心,广州市海珠区新源街29号,GDA3600,广东省,440000,广州市,440100,020-32612395,020-89099810,23.077080,113.311920,华南一区
广汽埃安广州天河东圃体验中心,广州市天河区珠村西横路2号,GDA0160,广东省,440000,广州市,440100,020-89853366,020-89851716,23.127206,113.423986,华南一区
广汽埃安广州南站体验中心,广州市番禺区钟村街谢村谢石公路66号A座,GDA0170,广东省,440000,广州市,440100,13430252431,13719088541,23.006552,113.280340,华南一区
广汽埃安广州黄埔体验中心,广州市黄埔区科学城南云五路8号17号102,GDA0150,广东省,440000,广州市,440100,020-32015082,020-32015057,23.147360,113.459855,华南一区
广汽埃安广州黄埔鱼珠体验中心,广州市黄埔区鱼珠街道茅岗路748号,GDA0300,广东省,440000,广州市,440100,020-89853366,020-82039336,23.123709,113.444866,华南一区
广汽埃安番禺大石万民城展示中心,广州市番禺区大石105国道561号1026铺,GDA0800-2,广东省,440000,广州市,440100,19102096982,,23.019112,113.319452,华南一区
广汽埃安广州番禺大道展示中心,广州市番禺区大石街迎宾路大石段179号,GDA0800-1,广东省,440000,广州市,440100,13642648981,,23.021822,113.342925,华南一区
广汽埃安广州白云萝岗万达展示中心,广州市黄埔区开创大道萝岗万达,GDA0400-3,广东省,440000,广州市,440100,,,23.160188,113.532369,华南一区
广汽埃安广州长蔚番禺万达展示中心,广州市番禺区兴南大道368号（番禺万达）,GDA0100-5,广东省,440000,广州市,440100,,,23.012715,113.354842,华南一区
广汽埃安广州番禺南村展示中心,广州市番禺区兴南大道566号,GDA0100-1,广东省,440000,广州市,440100,020-85821259,,23.021404,113.376722,华南一区
广汽埃安广州第一体验中心,广州市番禺区东环街番禺大道北515号西侧105之二,GDA0100,广东省,440000,广州市,440100,020-84809868,020-84809866,22.980973,113.367790,华南一区
